full_text,text_clean,label,tokens,lemma
@AxSafira11 @Riza_Ganjar_15 jgn mutual kak suka Sara org ny rasis agama lalu klo gk nerima komenan lgsung stalk dan spam komentar di akun org mana ngurusin org makan babi??,jangan mutual suka sara orang ras agama lalu kalau nerima komenan lgsung stalk spam komentar akun orang mana ngurusin orang makan babi,0,"['jangan', 'mutual', 'suka', 'sara', 'orang', 'ras', 'agama', 'lalu', 'kalau', 'nerima', 'komenan', 'lgsung', 'stalk', 'spam', 'komentar', 'akun', 'orang', 'mana', 'ngurusin', 'orang', 'makan', 'babi']",mutual suka sara ras agama nerima komenan lgsung stalk spam komentar akun ngurusin makan babi
Masyarakat nilai Ganjar Pranowo adalah sosok yang bisa dipercaya dalam memimpin negara Indonesia! https,masyarakat nilai ganjar pranowo sosok bisa percaya pimpin negara indonesia,1,"['masyarakat', 'nilai', 'ganjar', 'pranowo', 'sosok', 'bisa', 'percaya', 'pimpin', 'negara', 'indonesia']",masyarakat nilai ganjar pranowo sosok percaya pimpin negara indonesia
"Penurunan Baliho Ganjar, Muslim Arbi: Rakyat Berpihak ke TNI daripada Sekjen PDIP https://t.co/N3McFtrt04",turun baliho ganjar muslim arbi rakyat pihak sekjen pdip,2,"['turun', 'baliho', 'ganjar', 'muslim', 'arbi', 'rakyat', 'pihak', 'sekjen', 'pdip']",turun baliho ganjar muslim arbi rakyat sekjen pdip
@Ganjaran_app @jokowi @ganjarpranowo Keren bajunya pak Ganjar,keren baju ganjar,1,"['keren', 'baju', 'ganjar']",keren baju ganjar
Kami bersama Ganjar Pranowo untuk Indonesia  #SahabatGanjar #sahabatganjarjawatimur #shabatganjarjombang #ganjarpranowopresidenri2024 https,sama ganjar pranowo indonesia,1,"['sama', 'ganjar', 'pranowo', 'indonesia']",ganjar pranowo indonesia
Ganjar sebut desa anti-korupsi di Jateng adalah bentuk dukungan kepada KPK! https,ganjar sebut desa anti korupsi jateng bentuk dukung,0,"['ganjar', 'sebut', 'desa', 'anti', 'korupsi', 'jateng', 'bentuk', 'dukung']",ganjar desa anti korupsi jateng bentuk dukung
@VillageJaguar @ch_chotimah2 @erickthohir @ganjarpranowo Mimpi ganjar menang. Peluang besar ada di prabowo ??,mimpi ganjar menang peluang besar prabowo,2,"['mimpi', 'ganjar', 'menang', 'peluang', 'besar', 'prabowo']",mimpi ganjar menang peluang prabowo
"@AirinDatangLagi @jokowi Apakah ada orang yg mau mengakui atau jujur atas apa yg pernah dilakukannya ? Beda dg ganjar yg pernah bilang kalau dia suka nonton xxx gitu, apa ada yg salah kalau dia laki2 dewasa dan bekeluarga ? Tapi yg ini belum pernah ada pengakuan meski sudah dipecat dg tidak hormat.",orang aku jujur atas pernah laku beda ganjar pernah bilang kalau suka nonton gitu salah kalau laki dewasa bekeluarga yang pernah aku meski pecat tidak hormat,1,"['orang', 'aku', 'jujur', 'atas', 'pernah', 'laku', 'beda', 'ganjar', 'pernah', 'bilang', 'kalau', 'suka', 'nonton', 'gitu', 'salah', 'kalau', 'laki', 'dewasa', 'bekeluarga', 'yang', 'pernah', 'aku', 'meski', 'pecat', 'tidak', 'hormat']",jujur beda ganjar bilang suka nonton gitu salah laki dewasa bekeluarga pecat hormat
"Baju/kemeja ala Ganjar Pranowo akan booming, semoga ga mahal ya...",baju kemeja ganjar pranowo booming moga mahal,0,"['baju', 'kemeja', 'ganjar', 'pranowo', 'booming', 'moga', 'mahal']",baju kemeja ganjar pranowo booming moga mahal
"@febriyustian_ @ganjarpranowo Justru aku lebih kasian liat kau ' kupikir kau cerdas' ternyata seorang  'Dungu...... Beliau berdua  Dwi Tunggal "" Nex Ganjar Presiden 2024_2029 @InfokomDPPPDIP""",justru lebih kasi lihat kamu pikir kamu cerdas nyata orang dungu beliau dua tunggal ganjar presiden,1,"['justru', 'lebih', 'kasi', 'lihat', 'kamu', 'pikir', 'kamu', 'cerdas', 'nyata', 'orang', 'dungu', 'beliau', 'dua', 'tunggal', 'ganjar', 'presiden']",kasi pikir cerdas dungu beliau tunggal ganjar presiden
@ENJEULL Setuju lur....,tuju,0,['tuju'],
@kangen_gondrong @ganjarpranowo kasus wadas clear 100% Ketua Penolak wadas malah dapat untung Rp.11 milyar https,kasus wadas clear ketua tolak wadas bahkan untung milyar,0,"['kasus', 'wadas', 'clear', 'ketua', 'tolak', 'wadas', 'bahkan', 'untung', 'milyar']",wadas clear ketua tolak wadas untung milyar
@Restty_cayah @jokowi ?????????? emang lo yakin umurnya sampe pak Jokowi pensiun jadi presiden?,memang kamu yakin umur jokowi pensiun jadi presiden,0,"['memang', 'kamu', 'yakin', 'umur', 'jokowi', 'pensiun', 'jadi', 'presiden']",umur jokowi pensiun presiden
"Ha ha ha ha saya boleh ketawa terbahak bahak ,yang simpati kan tokoh Aceh siapa? tapi saya jamin Rakyat Aceh tidak akan tunduk hanya karna beberapa tokoh Aceh  simpati lantas partai merah menang dan mendukung Ganjar?",tertawa tertawa tertawa tertawa boleh ketawa bahak bahak simpati tokoh aceh siapa saya jamin rakyat aceh akan tunduk karena beberapa tokoh aceh simpati lantas partai merah menang dukung ganjar,2,"['tertawa', 'tertawa', 'tertawa', 'tertawa', 'boleh', 'ketawa', 'bahak', 'bahak', 'simpati', 'tokoh', 'aceh', 'siapa', 'saya', 'jamin', 'rakyat', 'aceh', 'akan', 'tunduk', 'karena', 'beberapa', 'tokoh', 'aceh', 'simpati', 'lantas', 'partai', 'merah', 'menang', 'dukung', 'ganjar']",tertawa tertawa tertawa tertawa ketawa bahak bahak simpati tokoh aceh jamin rakyat aceh tunduk tokoh aceh simpati lantas partai merah menang dukung ganjar
@pigonoplues @Riza_Ganjar_15 @dolcegust0 @tanyarlfes Bukan dia oneness.. setelah sesat dari pecahan kristen,bukan onene sesat pecah kristen,0,"['bukan', 'onene', 'sesat', 'pecah', 'kristen']",onene sesat pecah kristen
@tempodotco Wow udah ga bener ini ganjar bego di pelihara ???? asuuoo,tidak benar ganjar bodoh pelihara anjing,2,"['tidak', 'benar', 'ganjar', 'bodoh', 'pelihara', 'anjing']",ganjar bodoh pelihara anjing
@ChyanaSurdin @psi_id Itu namanya habib asu....yg menutup rezeki orang lain.,nama habib tutup rezeki orang,2,"['nama', 'habib', 'tutup', 'rezeki', 'orang']",nama habib tutup rezeki
"Tabik Pun ??  Terima kasih kepada Gubernur Jawa Tengah Bapak H. Ganjar Pranowo, S.H., M.I.P. atas Doa serta supportnya untuk Kabupaten Pesawaran Bumi Andan Jejama yang tahun ini 17 Juli 2023 genap berusia ke-16 tahun .  Bupati Pesawaran Dendi Ramadhona https://t.co/qjZOYAdgSD",tabik terima kasih gubernur jawa tengah bapak ganjar pranowo atas supportnya kabupaten sawar bumi andan jejama tahun juli genap usia tahun bupati sawar dendi ramadhona,1,"['tabik', 'terima', 'kasih', 'gubernur', 'jawa', 'tengah', 'bapak', 'ganjar', 'pranowo', 'atas', 'supportnya', 'kabupaten', 'sawar', 'bumi', 'andan', 'jejama', 'tahun', 'juli', 'genap', 'usia', 'tahun', 'bupati', 'sawar', 'dendi', 'ramadhona']",tabik terima kasih gubernur jawa tengah ganjar pranowo supportnya kabupaten sawar bumi andan jejama tahun juli genap usia tahun bupati sawar dendi ramadhona
"Muncul 5 nama tertinggi dalam surver terbaru Pilpres 2024 : Anies Baswedan, Ganjar Pranowo, Agus Harimurti Yudhoyono, Prabowo Subianto dan Airlangga Hartarto   https://t.co/oeXMKLsU9Z",muncul nama tinggi surver baru pilpres anies baswedan ganjar pranowo agus harimurti yudhoyono prabowo subianto airlangga hartarto,0,"['muncul', 'nama', 'tinggi', 'surver', 'baru', 'pilpres', 'anies', 'baswedan', 'ganjar', 'pranowo', 'agus', 'harimurti', 'yudhoyono', 'prabowo', 'subianto', 'airlangga', 'hartarto']",muncul nama tinggi surver pilpres anies baswedan ganjar pranowo agus harimurti yudhoyono prabowo subianto airlangga hartarto
Karena antara ganjar atau prabowo sudah tak mungkin menyaingi elektabilitas anies   #aniesthenextpresiden,antara ganjar prabowo tidak mungkin saing elektabilitas anies,2,"['antara', 'ganjar', 'prabowo', 'tidak', 'mungkin', 'saing', 'elektabilitas', 'anies']",ganjar prabowo saing elektabilitas anies
@SahabatSaber Ganjar lagi di Jateng ?? https,ganjar jateng,2,"['ganjar', 'jateng']",ganjar jateng
@ganjarpranowo pokoknya pak ganjar,pokok ganjar,1,"['pokok', 'ganjar']",pokok ganjar
"Ganjar Pranowo #Gubernur #Jateng mengikuti tradisi kirab malam satu Suro di #PuroMangkunegaran hari Rabu (18/07/2023) malam.  Selain nguri #budaya, tradisi ini ada sebagai simbol kultur dan agama.  #MenangkanGanjar  #GanjarBersamaRakyat ??  #GanjarPranowoPresiden2024 ???? https://t.co/psQm7FXhsI",ganjar pranowo ikut tradisi kirab malam satu suro hari rabu malam nguri tradisi simbol kultur agama,1,"['ganjar', 'pranowo', 'ikut', 'tradisi', 'kirab', 'malam', 'satu', 'suro', 'hari', 'rabu', 'malam', 'nguri', 'tradisi', 'simbol', 'kultur', 'agama']",ganjar pranowo tradisi kirab malam suro rabu malam nguri tradisi simbol kultur agama
@ElizarIrnold @ruhutsitompul Sehat selalu pak Ganjar... ??,sehat selalu ganjar,1,"['sehat', 'selalu', 'ganjar']",sehat ganjar
@asimtotbelok ngotorjn hastag ganjar aje lu berbi,kotor hastag ganjar kamu berbi,2,"['kotor', 'hastag', 'ganjar', 'kamu', 'berbi']",kotor hastag ganjar berbi
@AirinDatangLagi @ganjarpranowo Siap klo ada yg bagi??,siap kalau bagi,0,"['siap', 'kalau', 'bagi']",
"@psi_id Semoga pak ganjar,satu satu nya bacapres yg akan melanjutkan program pak jokowi",moga ganjar satu satu bacapres akan lanjut program jokowi,1,"['moga', 'ganjar', 'satu', 'satu', 'bacapres', 'akan', 'lanjut', 'program', 'jokowi']",moga ganjar bacapres lanjut program jokowi
"@buntand @NsttRoby @SpoilerSpree Bahan gw soal anies udah lengkap, cuma lu pemuja kerang ajaib ga mau terima ya sudah kan gampangnya dibandingkan sama jagoan lu yg performa nya lari2 doang itu. Lu bilang banjir cm dipantura, nyatanya ga. Lu bilang ada wako, nyatanya ganjar janji nuntaskan banjir semarang. Bacot.",bahan soal anies lengkap cuma kamu puja kerang ajaib terima gampang banding sama jago kamu performa lari doang kamu bilang banjir cuma dipantura nyata kamu bilang waktu nyata ganjar janji tuntas banjir semarang banyakbicara,2,"['bahan', 'soal', 'anies', 'lengkap', 'cuma', 'kamu', 'puja', 'kerang', 'ajaib', 'terima', 'gampang', 'banding', 'sama', 'jago', 'kamu', 'performa', 'lari', 'doang', 'kamu', 'bilang', 'banjir', 'cuma', 'dipantura', 'nyata', 'kamu', 'bilang', 'waktu', 'nyata', 'ganjar', 'janji', 'tuntas', 'banjir', 'semarang', 'banyakbicara']",bahan anies lengkap puja kerang ajaib terima gampang banding jago performa lari doang bilang banjir dipantura bilang waktu ganjar janji tuntas banjir semarang banyakbicara
@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Sara kayak gini cepuin aja gak sih ke HR tempat lo kerja wkwkkwwk,sara gin cepuin hari tempat kamu kerja wkwkkwwk,0,"['sara', 'gin', 'cepuin', 'hari', 'tempat', 'kamu', 'kerja', 'wkwkkwwk']",sara gin cepuin wkwkkwwk
Kabar Update ,kabar update,0,"['kabar', 'update']",kabar update
Puluhan Masyayikh dan Habaib Kumpul di Ponpes Al Anwar Dialog Bersama Ganjar  https,puluh masyayikh habaib kumpul pondokpesantren anwar dialog sama ganjar,1,"['puluh', 'masyayikh', 'habaib', 'kumpul', 'pondokpesantren', 'anwar', 'dialog', 'sama', 'ganjar']",puluh masyayikh habaib kumpul pondokpesantren anwar dialog ganjar
"@mojokdotco Min,coba dong kasih gambaran andai seandainya Ganjar pranowo di deklarasikan sebagai Capres pada saat batas akhir pencapresan",coba dong kasih gambar andai anda ganjar pranowo deklarasi capres saat batas akhir pencapresan,0,"['coba', 'dong', 'kasih', 'gambar', 'andai', 'anda', 'ganjar', 'pranowo', 'deklarasi', 'capres', 'saat', 'batas', 'akhir', 'pencapresan']",coba kasih gambar andai ganjar pranowo deklarasi capres batas pencapresan
@bintangku206 @aniesbaswedan @Twitter Lah wong pendukung Anies cuma di medsos...yg di huni kebanyakan akun bot,wong dukung anies cuma mediasosial huni banyak akun,0,"['wong', 'dukung', 'anies', 'cuma', 'mediasosial', 'huni', 'banyak', 'akun']",dukung anies mediasosial huni akun
@Riza_Ganjar_15 alay! spam komen di postingan org bodoh bale di spam gt kalau gak mau ya gak usah spam anj,norak spam komen postingan orang bodoh bale spam kalau perlu spam anjing,2,"['norak', 'spam', 'komen', 'postingan', 'orang', 'bodoh', 'bale', 'spam', 'kalau', 'perlu', 'spam', 'anjing']",norak spam komen postingan bodoh bale spam spam anjing
@Dony_YNWA @riea_mariska86 @YRadianto @psi_id Hahahaaa kembali ke Pildun buat nyerang Ganjar ??????,hahahaaa pildun buat serang ganjar,1,"['hahahaaa', 'pildun', 'buat', 'serang', 'ganjar']",hahahaaa pildun serang ganjar
Kok yo ngrasake ngene meneh.,ngrasake ngene teh,0,"['ngrasake', 'ngene', 'teh']",ngrasake ngene teh
"Balihonya Tutupi Milik Politikus Gerindra, Ganjar: Copot! - IDN Times #Prabowo #BangkitBersama https://t.co/MwWkCLutUM",baliho tutup milik politikus gerindra ganjar copot times,2,"['baliho', 'tutup', 'milik', 'politikus', 'gerindra', 'ganjar', 'copot', 'times']",baliho tutup milik politikus gerindra ganjar copot times
@Riza_Ganjar_15 dih si kntl sok keras udh stalk postingan org sampai spam HANYA GARA GARA GAK TERIMA OPINI HAHA LU KIRA LU BLOKIR GUA GAK MENTION LU?salah KNTL MAKA NYA GAK USAH SPAM ANJ ALAY ALAY ALAY BGT LU JING,kontol keras udah stalk postingan orang spam gara gara terima opini tertawa kamu kira kamu blokir mention kamu salah kontol perlu spam anjing norak norak norak banget kamu anjing,2,"['kontol', 'keras', 'udah', 'stalk', 'postingan', 'orang', 'spam', 'gara', 'gara', 'terima', 'opini', 'tertawa', 'kamu', 'kira', 'kamu', 'blokir', 'mention', 'kamu', 'salah', 'kontol', 'perlu', 'spam', 'anjing', 'norak', 'norak', 'norak', 'banget', 'kamu', 'anjing']",kontol keras udah stalk postingan spam gara gara terima opini tertawa blokir mention salah kontol spam anjing norak norak norak banget anjing
@akupadi5 @rubiavianto @ganjarpranowo Tetap dukung Ganjar pokokke ??,tetap dukung ganjar pokok,1,"['tetap', 'dukung', 'ganjar', 'pokok']",tetap dukung ganjar pokok
Ganjar Pranowo Pakai Kemeja Motif Garis Hitam Putih Desain dari Jokowi https,ganjar pranowo pakai kemeja motif garis hitam putih desain jokowi,0,"['ganjar', 'pranowo', 'pakai', 'kemeja', 'motif', 'garis', 'hitam', 'putih', 'desain', 'jokowi']",ganjar pranowo pakai kemeja motif garis hitam putih desain jokowi
@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Oke syiah,syiah,2,['syiah'],syiah
@lalisaafranss @Riza_Ganjar_15 @inuu90 @dolcegust0 @tanyarlfes Wkwkwkkw obsessed,wkwkwkkw obse edisi,2,"['wkwkwkkw', 'obse', 'edisi']",obse edisi
@KikiDaliyo @Puspen_TNI @_TNIAU Netral buat Prabowo mungkin,netral buat prabowo mungkin,0,"['netral', 'buat', 'prabowo', 'mungkin']",netral prabowo
Saya kira kesalahan terbesar PDI-P saat ini ialah terlalu cepat mendeklarasikan Ganjar Pranowo sebagai presiden. Andai saja PDI-P memainkan waktu sampai di ujung batas pencalonan. Mungkin ganjar dan PDIP dapat memenangkan pemilu 2024,kira salah besar ialah terlalu cepat deklarasi ganjar pranowo presiden andai main waktu akhir batas calon mungkin ganjar pdip menang milu,2,"['kira', 'salah', 'besar', 'ialah', 'terlalu', 'cepat', 'deklarasi', 'ganjar', 'pranowo', 'presiden', 'andai', 'main', 'waktu', 'akhir', 'batas', 'calon', 'mungkin', 'ganjar', 'pdip', 'menang', 'milu']",salah cepat deklarasi ganjar pranowo presiden andai main waktu batas calon ganjar pdip menang milu
Budiman Sujatmiko bertemu Prabowo... Kelemahan Ganjar  1)Ganjar terlalu banyak mencitrakan diri di Medsos.  2)Ganjar akui kegagalannya (kemiskinan di brebes) gmn mau ngurus Indonesia?  3)Ganjar PD brkta mnykai video amoral 4)Trlalu ambisi nyapres dan menjilat partai 5)boneka pdip https,budiman sujatmiko temu prabowo lemah ganjar ganjar terlalu banyak citra diri mediasosial ganjar aku gagal miskin brebes gimana urus indonesia ganjar berkat suka video amoral terlalu ambisi nyapres jilat partai boneka pdip,2,"['budiman', 'sujatmiko', 'temu', 'prabowo', 'lemah', 'ganjar', 'ganjar', 'terlalu', 'banyak', 'citra', 'diri', 'mediasosial', 'ganjar', 'aku', 'gagal', 'miskin', 'brebes', 'gimana', 'urus', 'indonesia', 'ganjar', 'berkat', 'suka', 'video', 'amoral', 'terlalu', 'ambisi', 'nyapres', 'jilat', 'partai', 'boneka', 'pdip']",budiman sujatmiko temu prabowo lemah ganjar ganjar citra mediasosial ganjar gagal miskin brebes gimana urus indonesia ganjar berkat suka video amoral ambisi nyapres jilat partai boneka pdip
"Prabowo ganjar 2024, anis no !! https://t.co/73ZVNV0KHu",prabowo ganjar anis,1,"['prabowo', 'ganjar', 'anis']",prabowo ganjar anis
@OposisiCerdas Akibat mengikuti si ganjar nih. Nge- bokep...,akibat ikut ganjar porno,2,"['akibat', 'ikut', 'ganjar', 'porno']",akibat ganjar porno
2024 prabowo ganjar https,prabowo ganjar,0,"['prabowo', 'ganjar']",prabowo ganjar
"@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Sara banget lu anjeng, nanti kalau dibalik janji gak demo di monas",sara banget kamu anjing kalau balik janji demo monas,1,"['sara', 'banget', 'kamu', 'anjing', 'kalau', 'balik', 'janji', 'demo', 'monas']",sara banget anjing janji demo monas
@musniumar tak usah panjang panjang Nulis Mar. 1 hal yg pasti survey anies  tertinggal jauh dan yg jadi presiden Ganjar Pranowo.,perlu panjang panjang nulis pasti survey anies tinggal jauh jadi presiden ganjar pranowo,1,"['perlu', 'panjang', 'panjang', 'nulis', 'pasti', 'survey', 'anies', 'tinggal', 'jauh', 'jadi', 'presiden', 'ganjar', 'pranowo']",nulis survey anies tinggal presiden ganjar pranowo
@haechaneon @Riza_Ganjar_15 @rujakcingvr @tanyarlfes Agak-agak anjir tu orang,agak orang,2,"['agak', 'orang']",
@alisyarief Semoga terkabul doa ganjar pk baju ini nnt di tahanan ?? https,moga kabul ganjar penjahatkelamin baju tahan,2,"['moga', 'kabul', 'ganjar', 'penjahatkelamin', 'baju', 'tahan']",moga kabul ganjar penjahatkelamin baju tahan
@Joker_Wedoks @Andrikosasih @hutahur1 @DJoker_GinOngs @NGM_007 @Yudiantiyaman @putri_Aalona @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Menolak lupa ya ??????bukan kah sekjen ttp nyinyir ????jangan bicara jejak Ganjar jg punya jejak yg di bongkar oleh sekjen ya ????jadi lebih baik diam ?? https,tolak lupa bukan sekjen tetap nyinyir jangan bicara jejak ganjar punya jejak bongkar sekjen jadi lebih baik diam,2,"['tolak', 'lupa', 'bukan', 'sekjen', 'tetap', 'nyinyir', 'jangan', 'bicara', 'jejak', 'ganjar', 'punya', 'jejak', 'bongkar', 'sekjen', 'jadi', 'lebih', 'baik', 'diam']",tolak lupa sekjen tetap nyinyir bicara jejak ganjar jejak bongkar sekjen baik diam
@yusuf_dumdum Kalau dilawan oleh UE dengan economic sanction ke  Indonesia. Kita bisa bangkrut secepatnya. Coba pikirnya pakai data bukan sekedar retorika kosong agar supaya orang2 kampung merasa Ganjar hebat. RI butuh UE lebih dari UE butuh kita.,kalau lawan dengan economic sanction indonesia bisa bangkrut cepat coba pikir pakai data bukan dar retorika kosong supaya orang kampung rasa ganjar hebat butuh lebih butuh,2,"['kalau', 'lawan', 'dengan', 'economic', 'sanction', 'indonesia', 'bisa', 'bangkrut', 'cepat', 'coba', 'pikir', 'pakai', 'data', 'bukan', 'dar', 'retorika', 'kosong', 'supaya', 'orang', 'kampung', 'rasa', 'ganjar', 'hebat', 'butuh', 'lebih', 'butuh']",lawan economic sanction indonesia bangkrut cepat coba pikir pakai data dar retorika kosong kampung ganjar hebat butuh butuh
Jokowi Ogah Wariskan Proyek Mangrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https,jokowi tidakmau waris proyek mangrak prabowo ganjar anies cnbc indonesia,0,"['jokowi', 'tidakmau', 'waris', 'proyek', 'mangrak', 'prabowo', 'ganjar', 'anies', 'cnbc', 'indonesia']",jokowi tidakmau waris proyek mangrak prabowo ganjar anies cnbc indonesia
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
"@lalisaafranss Bukan ga terima , paling males org kaya lu  Gw incer balik . Susah soalnya org kaya lu . Paling sotoy",bukan terima paling malas orang kaya kamu incar balik susah soal orang kaya kamu paling soktahu,0,"['bukan', 'terima', 'paling', 'malas', 'orang', 'kaya', 'kamu', 'incar', 'balik', 'susah', 'soal', 'orang', 'kaya', 'kamu', 'paling', 'soktahu']",terima malas kaya incar susah kaya soktahu
"pesan ganjar bahwa filosofi garis lurus hitam dan putih bahwa itu menunjukan sebuah karakter yang punya pilihan lurus dan setia,tidak abu abu dan tidak muter muter.apalagi 2 kaki yang berbeda pengertian dengan kaki 2. https://t.co/Tziz0dVoNs",pesan ganjar filosofi garis lurus hitam putih tunjuk buah karakter punya pilih lurus setia tidak muter muter kaki beda erti kaki,1,"['pesan', 'ganjar', 'filosofi', 'garis', 'lurus', 'hitam', 'putih', 'tunjuk', 'buah', 'karakter', 'punya', 'pilih', 'lurus', 'setia', 'tidak', 'muter', 'muter', 'kaki', 'beda', 'erti', 'kaki']",pesan ganjar filosofi garis lurus hitam putih buah karakter pilih lurus setia muter muter kaki beda kaki
@lalisaafranss @inuu90 @dolcegust0 @tanyarlfes So tau . Ga mau kalah kan lu .  Pdhl kalian itu masih satu cuman beda aliran yg terpecahkan .,tahu kalah kamu padahal kalian satu beda alir pecah,0,"['tahu', 'kalah', 'kamu', 'padahal', 'kalian', 'satu', 'beda', 'alir', 'pecah']",kalah beda alir pecah
@ganjarpranowo Sangking tidak adanya prestasi kau ganjar. Jokowi terus kau sebut dan di endors sama presiden,saking ada prestasi kamu ganjar jokowi terus kamu sebut endors sama presiden,2,"['saking', 'ada', 'prestasi', 'kamu', 'ganjar', 'jokowi', 'terus', 'kamu', 'sebut', 'endors', 'sama', 'presiden']",saking prestasi ganjar jokowi terus endors presiden
Prabowo ganjar 2024 https,prabowo ganjar,0,"['prabowo', 'ganjar']",prabowo ganjar
"@Aryprasetyo85 @seruanhl @Puspen_TNI Foto balihonya menhan. Judulnya baliho Ganjar ,,,yg ngaco siapa nich",foto baliho menhan judul baliho ganjar ngaco siapa nich,0,"['foto', 'baliho', 'menhan', 'judul', 'baliho', 'ganjar', 'ngaco', 'siapa', 'nich']",foto baliho menhan judul baliho ganjar ngaco
Saran kegiatan buat comprehend film Oppenheimer beserta pembobotannya,saran giat buat comprehend film serta bobot,0,"['saran', 'giat', 'buat', 'comprehend', 'film', 'serta', 'bobot']",saran giat comprehend film bobot
Bukti keseriusan Pak Jokowi mendukung Ganjar Pranowo https,bukti serius jokowi dukung ganjar pranowo,1,"['bukti', 'serius', 'jokowi', 'dukung', 'ganjar', 'pranowo']",bukti serius jokowi dukung ganjar pranowo
Dukung Ganjar Pranowo https,dukung ganjar pranowo,1,"['dukung', 'ganjar', 'pranowo']",dukung ganjar pranowo
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
Ganjar Pranowo memang layak jadi Presiden GanjarBawaRIMakinMaju GanjarPranowo GanjarPilihanRakyat GanjarPresiden2024,ganjar pranowo memang layak jadi presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden,1,"['ganjar', 'pranowo', 'memang', 'layak', 'jadi', 'presiden', 'ganjarbawarimakinmaju', 'ganjarpranowo', 'ganjarpilihanrakyat', 'ganjarpresiden']",ganjar pranowo layak presiden ganjarbawarimakinmaju ganjarpranowo ganjarpilihanrakyat ganjarpresiden
Ganjar membahas masa depan bangsa bersama dengan para Masyayikh Se-Indonesia yang dihadiri oleh Gus mus dan Gus Baha #GanjarJateng #GanjarMembangun #GanjarBersamaUlama #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https,ganjar bahas masa depan bangsa sama para masyayikh indonesia hadir baha,1,"['ganjar', 'bahas', 'masa', 'depan', 'bangsa', 'sama', 'para', 'masyayikh', 'indonesia', 'hadir', 'baha']",ganjar bahas bangsa masyayikh indonesia hadir baha
Ganjar peduli pembangunan IKN untuk masa depan bangsa Indonesia #GanjarJateng #GanjarMembangun #GanjarBersamaUlama #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https,ganjar peduli bangun masa depan bangsa indonesia,1,"['ganjar', 'peduli', 'bangun', 'masa', 'depan', 'bangsa', 'indonesia']",ganjar peduli bangun bangsa indonesia
